Freq.	V(v1)/I(V1)
3.80580580580571e+09	-6.12401207642893e+02,3.36933376964805e+02
3.80680680680671e+09	-6.11253217157471e+02,3.37133542486745e+02
3.80780780780771e+09	-6.10107767687600e+02,3.37330494738987e+02
3.80880880880871e+09	-6.08964860152358e+02,3.37524255196987e+02
3.80980980980971e+09	-6.07824495368131e+02,3.37714845226690e+02
3.81081081081071e+09	-6.06686674049930e+02,3.37902286084661e+02
3.81181181181171e+09	-6.05551396812653e+02,3.38086598918248e+02
3.81281281281272e+09	-6.04418664172382e+02,3.38267804765726e+02
3.81381381381372e+09	-6.03288476547643e+02,3.38445924556473e+02
3.81481481481472e+09	-6.02160834260665e+02,3.38620979111130e+02
3.81581581581572e+09	-6.01035737538636e+02,3.38792989141783e+02
3.81681681681672e+09	-5.99913186514916e+02,3.38961975252152e+02
3.81781781781772e+09	-5.98793181230271e+02,3.39127957937785e+02
3.81881881881872e+09	-5.97675721634091e+02,3.39290957586243e+02
3.81981981981972e+09	-5.96560807585582e+02,3.39450994477321e+02
3.82082082082072e+09	-5.95448438854960e+02,3.39608088783254e+02
3.82182182182172e+09	-5.94338615124635e+02,3.39762260568928e+02
3.82282282282272e+09	-5.93231335990371e+02,3.39913529792116e+02
3.82382382382373e+09	-5.92126600962451e+02,3.40061916303697e+02
3.82482482482473e+09	-5.91024409466812e+02,3.40207439847903e+02
3.82582582582573e+09	-5.89924760846217e+02,3.40350120062542e+02
3.82682682682673e+09	-5.88827654361327e+02,3.40489976479269e+02
3.82782782782773e+09	-5.87733089191867e+02,3.40627028523815e+02
3.82882882882873e+09	-5.86641064437704e+02,3.40761295516262e+02
3.82982982982973e+09	-5.85551579119947e+02,3.40892796671295e+02
3.83083083083073e+09	-5.84464632182032e+02,3.41021551098473e+02
3.83183183183173e+09	-5.83380222490811e+02,3.41147577802499e+02
3.83283283283273e+09	-5.82298348837583e+02,3.41270895683507e+02
3.83383383383373e+09	-5.81219009939187e+02,3.41391523537329e+02
3.83483483483473e+09	-5.80142204439018e+02,3.41509480055790e+02
3.83583583583574e+09	-5.79067930908067e+02,3.41624783827004e+02
3.83683683683674e+09	-5.77996187845961e+02,3.41737453335651e+02
3.83783783783774e+09	-5.76926973681954e+02,3.41847506963300e+02
3.83883883883874e+09	-5.75860286775945e+02,3.41954962988691e+02
3.83983983983974e+09	-5.74796125419470e+02,3.42059839588057e+02
3.84084084084074e+09	-5.73734487836686e+02,3.42162154835429e+02
3.84184184184174e+09	-5.72675372185346e+02,3.42261926702949e+02
3.84284284284274e+09	-5.71618776557758e+02,3.42359173061196e+02
3.84384384384374e+09	-5.70564698981760e+02,3.42453911679498e+02
3.84484484484474e+09	-5.69513137421644e+02,3.42546160226266e+02
3.84584584584574e+09	-5.68464089779104e+02,3.42635936269319e+02
3.84684684684675e+09	-5.67417553894164e+02,3.42723257276218e+02
3.84784784784775e+09	-5.66373527546100e+02,3.42808140614594e+02
3.84884884884875e+09	-5.65332008454333e+02,3.42890603552502e+02
3.84984984984975e+09	-5.64292994279347e+02,3.42970663258743e+02
3.85085085085075e+09	-5.63256482623565e+02,3.43048336803225e+02
3.85185185185175e+09	-5.62222471032248e+02,3.43123641157298e+02
3.85285285285275e+09	-5.61190956994355e+02,3.43196593194109e+02
3.85385385385375e+09	-5.60161937943400e+02,3.43267209688954e+02
3.85485485485475e+09	-5.59135411258327e+02,3.43335507319630e+02
3.85585585585575e+09	-5.58111374264342e+02,3.43401502666796e+02
3.85685685685675e+09	-5.57089824233754e+02,3.43465212214328e+02
3.85785785785776e+09	-5.56070758386805e+02,3.43526652349682e+02
3.85885885885876e+09	-5.55054173892482e+02,3.43585839364264e+02
3.85985985985976e+09	-5.54040067869345e+02,3.43642789453783e+02
3.86086086086076e+09	-5.53028437386317e+02,3.43697518718630e+02
3.86186186186176e+09	-5.52019279463476e+02,3.43750043164245e+02
3.86286286286276e+09	-5.51012591072856e+02,3.43800378701484e+02
3.86386386386376e+09	-5.50008369139209e+02,3.43848541147001e+02
3.86486486486476e+09	-5.49006610540787e+02,3.43894546223615e+02
3.86586586586576e+09	-5.48007312110093e+02,3.43938409560692e+02
3.86686686686676e+09	-5.47010470634646e+02,3.43980146694520e+02
3.86786786786776e+09	-5.46016082857713e+02,3.44019773068693e+02
3.86886886886876e+09	-5.45024145479066e+02,3.44057304034484e+02
3.86986986986977e+09	-5.44034655155682e+02,3.44092754851242e+02
3.87087087087077e+09	-5.43047608502496e+02,3.44126140686759e+02
3.87187187187177e+09	-5.42063002093092e+02,3.44157476617670e+02
3.87287287287277e+09	-5.41080832460422e+02,3.44186777629829e+02
3.87387387387377e+09	-5.40101096097497e+02,3.44214058618701e+02
3.87487487487477e+09	-5.39123789458083e+02,3.44239334389753e+02
3.87587587587577e+09	-5.38148908957384e+02,3.44262619658834e+02
3.87687687687677e+09	-5.37176450972709e+02,3.44283929052578e+02
3.87787787787777e+09	-5.36206411844155e+02,3.44303277108784e+02
3.87887887887877e+09	-5.35238787875250e+02,3.44320678276818e+02
3.87987987987977e+09	-5.34273575333631e+02,3.44336146917997e+02
3.88088088088078e+09	-5.33310770451657e+02,3.44349697305988e+02
3.88188188188178e+09	-5.32350369427084e+02,3.44361343627200e+02
3.88288288288278e+09	-5.31392368423672e+02,3.44371099981179e+02
3.88388388388378e+09	-5.30436763571821e+02,3.44378980381003e+02
3.88488488488478e+09	-5.29483550969183e+02,3.44384998753681e+02
3.88588588588578e+09	-5.28532726681281e+02,3.44389168940544e+02
3.88688688688678e+09	-5.27584286742102e+02,3.44391504697644e+02
3.88788788788778e+09	-5.26638227154704e+02,3.44392019696153e+02
3.88888888888878e+09	-5.25694543891806e+02,3.44390727522756e+02
3.88988988988978e+09	-5.24753232896360e+02,3.44387641680053e+02
3.89089089089078e+09	-5.23814290082149e+02,3.44382775586951e+02
3.89189189189179e+09	-5.22877711334338e+02,3.44376142579068e+02
3.89289289289279e+09	-5.21943492510043e+02,3.44367755909127e+02
3.89389389389379e+09	-5.21011629438903e+02,3.44357628747354e+02
3.89489489489479e+09	-5.20082117923603e+02,3.44345774181879e+02
3.89589589589579e+09	-5.19154953740451e+02,3.44332205219130e+02
3.89689689689679e+09	-5.18230132639887e+02,3.44316934784235e+02
3.89789789789779e+09	-5.17307650347039e+02,3.44299975721414e+02
3.89889889889879e+09	-5.16387502562234e+02,3.44281340794385e+02
3.89989989989979e+09	-5.15469684961518e+02,3.44261042686754e+02
3.90090090090079e+09	-5.14554193197185e+02,3.44239094002415e+02
3.90190190190179e+09	-5.13641022898264e+02,3.44215507265950e+02
3.90290290290279e+09	-5.12730169671034e+02,3.44190294923021e+02
3.90390390390380e+09	-5.11821629099519e+02,3.44163469340767e+02
3.90490490490480e+09	-5.10915396745972e+02,3.44135042808205e+02
3.90590590590580e+09	-5.10011468151362e+02,3.44105027536620e+02
3.90690690690680e+09	-5.09109838835857e+02,3.44073435659964e+02
3.90790790790780e+09	-5.08210504299286e+02,3.44040279235248e+02
3.90890890890880e+09	-5.07313460021618e+02,3.44005570242940e+02
3.90990990990980e+09	-5.06418701463414e+02,3.43969320587355e+02
3.91091091091080e+09	-5.05526224066289e+02,3.43931542097051e+02
3.91191191191180e+09	-5.04636023253359e+02,3.43892246525220e+02
3.91291291291280e+09	-5.03748094429689e+02,3.43851445550081e+02
3.91391391391380e+09	-5.02862432982726e+02,3.43809150775272e+02
3.91491491491481e+09	-5.01979034282740e+02,3.43765373730241e+02
3.91591591591581e+09	-5.01097893683251e+02,3.43720125870635e+02
3.91691691691681e+09	-5.00219006521449e+02,3.43673418578689e+02
3.91791791791781e+09	-4.99342368118620e+02,3.43625263163617e+02
3.91891891891881e+09	-4.98467973780550e+02,3.43575670861999e+02
3.91991991991981e+09	-4.97595818797939e+02,3.43524652838168e+02
3.92092092092081e+09	-4.96725898446807e+02,3.43472220184593e+02
3.92192192192181e+09	-4.95858207988881e+02,3.43418383922274e+02
3.92292292292281e+09	-4.94992742672004e+02,3.43363155001115e+02
3.92392392392381e+09	-4.94129497730504e+02,3.43306544300319e+02
3.92492492492481e+09	-4.93268468385596e+02,3.43248562628759e+02
3.92592592592582e+09	-4.92409649845748e+02,3.43189220725374e+02
3.92692692692682e+09	-4.91553037307066e+02,3.43128529259535e+02
3.92792792792782e+09	-4.90698625953648e+02,3.43066498831440e+02
3.92892892892882e+09	-4.89846410957962e+02,3.43003139972481e+02
3.92992992992982e+09	-4.88996387481203e+02,3.42938463145628e+02
3.93093093093082e+09	-4.88148550673646e+02,3.42872478745808e+02
3.93193193193182e+09	-4.87302895674991e+02,3.42805197100275e+02
3.93293293293282e+09	-4.86459417614720e+02,3.42736628468991e+02
3.93393393393382e+09	-4.85618111612437e+02,3.42666783044997e+02
3.93493493493482e+09	-4.84778972778199e+02,3.42595670954785e+02
3.93593593593582e+09	-4.83941996212855e+02,3.42523302258674e+02
3.93693693693682e+09	-4.83107177008373e+02,3.42449686951177e+02
3.93793793793783e+09	-4.82274510248161e+02,3.42374834961371e+02
3.93893893893883e+09	-4.81443991007396e+02,3.42298756153268e+02
3.93993993993983e+09	-4.80615614353334e+02,3.42221460326178e+02
3.94094094094083e+09	-4.79789375345621e+02,3.42142957215080e+02
3.94194194194183e+09	-4.78965269036601e+02,3.42063256490984e+02
3.94294294294283e+09	-4.78143290471630e+02,3.41982367761295e+02
3.94394394394383e+09	-4.77323434689362e+02,3.41900300570176e+02
3.94494494494483e+09	-4.76505696722053e+02,3.41817064398910e+02
3.94594594594583e+09	-4.75690071595845e+02,3.41732668666259e+02
3.94694694694683e+09	-4.74876554331073e+02,3.41647122728823e+02
3.94794794794783e+09	-4.74065139942523e+02,3.41560435881399e+02
3.94894894894884e+09	-4.73255823439736e+02,3.41472617357335e+02
3.94994994994984e+09	-4.72448599827269e+02,3.41383676328886e+02
3.95095095095084e+09	-4.71643464104978e+02,3.41293621907569e+02
3.95195195195184e+09	-4.70840411268276e+02,3.41202463144516e+02
3.95295295295284e+09	-4.70039436308416e+02,3.41110209030819e+02
3.95395395395384e+09	-4.69240534212737e+02,3.41016868497891e+02
3.95495495495484e+09	-4.68443699964926e+02,3.40922450417803e+02
3.95595595595584e+09	-4.67648928545283e+02,3.40826963603637e+02
3.95695695695684e+09	-4.66856214930955e+02,3.40730416809835e+02
3.95795795795784e+09	-4.66065554096208e+02,3.40632818732534e+02
3.95895895895884e+09	-4.65276941012646e+02,3.40534178009921e+02
3.95995995995985e+09	-4.64490370649464e+02,3.40434503222564e+02
3.96096096096085e+09	-4.63705837973696e+02,3.40333802893758e+02
3.96196196196185e+09	-4.62923337950429e+02,3.40232085489865e+02
3.96296296296285e+09	-4.62142865543051e+02,3.40129359420648e+02
3.96396396396385e+09	-4.61364415713471e+02,3.40025633039610e+02
3.96496496496485e+09	-4.60587983422341e+02,3.39920914644329e+02
3.96596596596585e+09	-4.59813563629294e+02,3.39815212476788e+02
3.96696696696685e+09	-4.59041151293138e+02,3.39708534723712e+02
3.96796796796785e+09	-4.58270741372094e+02,3.39600889516895e+02
3.96896896896885e+09	-4.57502328823991e+02,3.39492284933532e+02
3.96996996996985e+09	-4.56735908606493e+02,3.39382728996544e+02
3.97097097097085e+09	-4.55971475677288e+02,3.39272229674906e+02
3.97197197197186e+09	-4.55209024994298e+02,3.39160794883974e+02
3.97297297297286e+09	-4.54448551515887e+02,3.39048432485803e+02
3.97397397397386e+09	-4.53690050201045e+02,3.38935150289478e+02
3.97497497497486e+09	-4.52933516009596e+02,3.38820956051422e+02
3.97597597597586e+09	-4.52178943902379e+02,3.38705857475731e+02
3.97697697697686e+09	-4.51426328841442e+02,3.38589862214476e+02
3.97797797797786e+09	-4.50675665790228e+02,3.38472977868034e+02
3.97897897897886e+09	-4.49926949713761e+02,3.38355211985389e+02
3.97997997997986e+09	-4.49180175578818e+02,3.38236572064458e+02
3.98098098098086e+09	-4.48435338354120e+02,3.38117065552393e+02
3.98198198198186e+09	-4.47692433010493e+02,3.37996699845901e+02
3.98298298298287e+09	-4.46951454521057e+02,3.37875482291544e+02
3.98398398398387e+09	-4.46212397861379e+02,3.37753420186052e+02
3.98498498498487e+09	-4.45475258009654e+02,3.37630520776629e+02
3.98598598598587e+09	-4.44740029946864e+02,3.37506791261258e+02
3.98698698698687e+09	-4.44006708656939e+02,3.37382238789000e+02
3.98798798798787e+09	-4.43275289126928e+02,3.37256870460301e+02
3.98898898898887e+09	-4.42545766347139e+02,3.37130693327293e+02
3.98998998998987e+09	-4.41818135311309e+02,3.37003714394085e+02
3.99099099099087e+09	-4.41092391016750e+02,3.36875940617072e+02
3.99199199199187e+09	-4.40368528464501e+02,3.36747378905219e+02
3.99299299299287e+09	-4.39646542659479e+02,3.36618036120368e+02
3.99399399399388e+09	-4.38926428610614e+02,3.36487919077519e+02
3.99499499499488e+09	-4.38208181331011e+02,3.36357034545132e+02
3.99599599599588e+09	-4.37491795838074e+02,3.36225389245410e+02
3.99699699699688e+09	-4.36777267153652e+02,3.36092989854590e+02
3.99799799799788e+09	-4.36064590304174e+02,3.35959843003234e+02
3.99899899899888e+09	-4.35353760320791e+02,3.35825955276507e+02
4.00000000000000e+09	-4.34644772239412e+02,3.35691333214453e+02
