Freq.	S11(v1)	S21(v1)	S12(v1)	S22(v1)
4.17517517517517e+09	(-5.43963217271070e+00dB,-1.42465463964660e+02°)	(-1.46175432259510e+00dB,4.06193206497995e+01°)	(-1.46175432259510e+00dB,4.06193206497995e+01°)	(-5.43965165824034e+00dB,4.37031820114781e+01°)
4.17917917917918e+09	(-5.41162626696253e+00dB,-1.42594401123047e+02°)	(-1.47301117431070e+00dB,4.04933326302131e+01°)	(-1.47301117431070e+00dB,4.04933326302131e+01°)	(-5.41164550846458e+00dB,4.35801500115672e+01°)
4.18318318318318e+09	(-5.38389791541795e+00dB,-1.42722694508753e+02°)	(-1.48425730840708e+00dB,4.03679883934335e+01°)	(-1.48425730840709e+00dB,4.03679883934335e+01°)	(-5.38391691577464e+00dB,4.34577617205258e+01°)
4.18718718718719e+09	(-5.35644331681099e+00dB,-1.42850348210897e+02°)	(-1.49549242377759e+00dB,4.02432838498075e+01°)	(-1.49549242377759e+00dB,4.02432838498075e+01°)	(-5.35646207885414e+00dB,4.33360130496491e+01°)
4.19119119119119e+09	(-5.32925873738653e+00dB,-1.42977366297056e+02°)	(-1.50671622541572e+00dB,4.01192149312413e+01°)	(-1.50671622541572e+00dB,4.01192149312413e+01°)	(-5.32927726389871e+00dB,4.32148999317694e+01°)
4.19519519519519e+09	(-5.30234050938843e+00dB,-1.43103752813160e+02°)	(-1.51792842432395e+00dB,3.99957775912955e+01°)	(-1.51792842432395e+00dB,3.99957775912955e+01°)	(-5.30235880310412e+00dB,4.30944183213514e+01°)
4.19919919919920e+09	(-5.27568502958963e+00dB,-1.43229511783411e+02°)	(-1.52912873742351e+00dB,3.98729678052733e+01°)	(-1.52912873742351e+00dB,3.98729678052733e+01°)	(-5.27570309319628e+00dB,4.29745641945815e+01°)
4.20320320320320e+09	(-5.24928875786275e+00dB,-1.43354647210193e+02°)	(-1.54031688746523e+00dB,3.97507815703026e+01°)	(-1.54031688746523e+00dB,3.97507815703026e+01°)	(-5.24930659400190e+00dB,4.28553335494499e+01°)
4.20720720720721e+09	(-5.22314821578981e+00dB,-1.43479163074007e+02°)	(-1.55149260294145e+00dB,3.96292149054097e+01°)	(-1.55149260294145e+00dB,3.96292149054097e+01°)	(-5.22316582705809e+00dB,4.27367224058255e+01°)
4.21121121121121e+09	(-5.19725998530965e+00dB,-1.43603063333394e+02°)	(-1.56265561799900e+00dB,3.95082638515866e+01°)	(-1.56265561799900e+00dB,3.95082638515866e+01°)	(-5.19727737425980e+00dB,4.26187268055239e+01°)
4.21521521521521e+09	(-5.17162070740205e+00dB,-1.43726351924882e+02°)	(-1.57380567235320e+00dB,3.93879244718528e+01°)	(-1.57380567235320e+00dB,3.93879244718528e+01°)	(-5.17163787654393e+00dB,4.25013428123683e+01°)
4.21921921921922e+09	(-5.14622708080721e+00dB,-1.43849032762925e+02°)	(-1.58494251120295e+00dB,3.92681928513086e+01°)	(-1.58494251120295e+00dB,3.92681928513086e+01°)	(-5.14624403260871e+00dB,4.23845665122454e+01°)
4.22322322322322e+09	(-5.12107586077944e+00dB,-1.43971109739857e+02°)	(-1.59606588514676e+00dB,3.91490650971842e+01°)	(-1.59606588514676e+00dB,3.91490650971842e+01°)	(-5.12109259766746e+00dB,4.22683940131537e+01°)
4.22722722722723e+09	(-5.09616385787384e+00dB,-1.44092586725851e+02°)	(-1.60717555010001e+00dB,3.90305373388810e+01°)	(-1.60717555010000e+00dB,3.90305373388810e+01°)	(-5.09618038223515e+00dB,4.21528214452450e+01°)
4.23123123123123e+09	(-5.07148793676552e+00dB,-1.44213467568879e+02°)	(-1.61827126721291e+00dB,3.89126057280091e+01°)	(-1.61827126721292e+00dB,3.89126057280090e+01°)	(-5.07150425094766e+00dB,4.20378449608638e+01°)
4.23523523523523e+09	(-5.04704501509914e+00dB,-1.44333756094685e+02°)	(-1.62935280278993e+00dB,3.87952664384163e+01°)	(-1.62935280278993e+00dB,3.87952664384163e+01°)	(-5.04706112141127e+00dB,4.19234607345752e+01°)
4.23923923923924e+09	(-5.02283206236926e+00dB,-1.44453456106756e+02°)	(-1.64041992820975e+00dB,3.86785156662149e+01°)	(-1.64041992820976e+00dB,3.86785156662149e+01°)	(-5.02284796308299e+00dB,4.18096649631934e+01°)
4.24324324324324e+09	(-4.99884609882919e+00dB,-1.44572571386306e+02°)	(-1.65147241984665e+00dB,3.85623496297999e+01°)	(-1.65147241984665e+00dB,3.85623496297999e+01°)	(-4.99886179617939e+00dB,4.16964538657993e+01°)
4.24724724724725e+09	(-4.97508419442837e+00dB,-1.44691105692258e+02°)	(-1.66251005899263e+00dB,3.84467645698636e+01°)	(-1.66251005899263e+00dB,3.84467645698636e+01°)	(-4.97509969061397e+00dB,4.15838236837564e+01°)
4.25125125125125e+09	(-4.95154346777711e+00dB,-1.44809062761237e+02°)	(-1.67353263178062e+00dB,3.83317567494063e+01°)	(-1.67353263178062e+00dB,3.83317567494062e+01°)	(-4.95155876496184e+00dB,4.14717706807212e+01°)
4.25525525525525e+09	(-4.92822108513752e+00dB,-1.44926446307563e+02°)	(-1.68453992910873e+00dB,3.82173224537390e+01°)	(-1.68453992910873e+00dB,3.82173224537390e+01°)	(-4.92823618545068e+00dB,4.13602911426468e+01°)
4.25925925925926e+09	(-4.90511425944033e+00dB,-1.45043260023252e+02°)	(-1.69553174656537e+00dB,3.81034579904843e+01°)	(-1.69553174656537e+00dB,3.81034579904843e+01°)	(-4.90512916497750e+00dB,4.12493813777837e+01°)
4.26326326326326e+09	(-4.88222024932656e+00dB,-1.45159507578022e+02°)	(-1.70650788435544e+00dB,3.79901596895711e+01°)	(-1.70650788435544e+00dB,3.79901596895711e+01°)	(-4.88223496215031e+00dB,4.11390377166753e+01°)
4.26726726726727e+09	(-4.85953635821323e+00dB,-1.45275192619300e+02°)	(-1.71746814722740e+00dB,3.78774239032255e+01°)	(-1.71746814722740e+00dB,3.78774239032255e+01°)	(-4.85955088035383e+00dB,4.10292565121492e+01°)
4.27127127127127e+09	(-4.83705993338247e+00dB,-1.45390318772237e+02°)	(-1.72841234440143e+00dB,3.77652470059568e+01°)	(-1.72841234440143e+00dB,3.77652470059568e+01°)	(-4.83707426683855e+00dB,4.09200341393030e+01°)
4.27527527527527e+09	(-4.81478836509335e+00dB,-1.45504889639725e+02°)	(-1.73934028949839e+00dB,3.76536253945400e+01°)	(-1.73934028949839e+00dB,3.76536253945400e+01°)	(-4.81480251183253e+00dB,4.08113669954875e+01°)
4.27927927927928e+09	(-4.79271908571564e+00dB,-1.45618908802418e+02°)	(-1.75025180046985e+00dB,3.75425554879934e+01°)	(-1.75025180046985e+00dB,3.75425554879934e+01°)	(-4.79273304767518e+00dB,4.07032515002846e+01°)
4.28328328328328e+09	(-4.77084956888503e+00dB,-1.45732379818760e+02°)	(-1.76114669952897e+00dB,3.74320337275535e+01°)	(-1.76114669952897e+00dB,3.74320337275535e+01°)	(-4.77086334797248e+00dB,4.05956840954827e+01°)
4.28728728728729e+09	(-4.74917732867897e+00dB,-1.45845306225011e+02°)	(-1.77202481308237e+00dB,3.73220565766450e+01°)	(-1.77202481308237e+00dB,3.73220565766450e+01°)	(-4.74919092677276e+00dB,4.04886612450465e+01°)
4.29129129129129e+09	(-4.72769991881258e+00dB,-1.45957691535286e+02°)	(-1.78288597166284e+00dB,3.72126205208473e+01°)	(-1.78288597166285e+00dB,3.72126205208473e+01°)	(-4.72771333776255e+00dB,4.03821794350842e+01°)
4.29529529529529e+09	(-4.70641493185420e+00dB,-1.46069539241582e+02°)	(-1.79373000986311e+00dB,3.71037220678584e+01°)	(-1.79373000986311e+00dB,3.71037220678584e+01°)	(-4.70642817348228e+00dB,4.02762351738116e+01°)
4.29929929929930e+09	(-4.68531999845977e+00dB,-1.46180852813828e+02°)	(-1.80455676627033e+00dB,3.69953577474539e+01°)	(-1.80455676627033e+00dB,3.69953577474539e+01°)	(-4.68533306456045e+00dB,4.01708249915116e+01°)
4.30330330330330e+09	(-4.66441278662560e+00dB,-1.46291635699922e+02°)	(-1.81536608340161e+00dB,3.68875241114438e+01°)	(-1.81536608340161e+00dB,3.68875241114437e+01°)	(-4.66442567896653e+00dB,4.00659454404904e+01°)
4.30730730730731e+09	(-4.64369100095921e+00dB,-1.46401891325782e+02°)	(-1.82615780764032e+00dB,3.67802177336262e+01°)	(-1.82615780764032e+00dB,3.67802177336262e+01°)	(-4.64370372128172e+00dB,3.99615930950329e+01°)
4.31131131131131e+09	(-4.62315238196710e+00dB,-1.46511623095391e+02°)	(-1.83693178917343e+00dB,3.66734352097367e+01°)	(-1.83693178917344e+00dB,3.66734352097367e+01°)	(-4.62316493198671e+00dB,3.98577645513505e+01°)
4.31531531531532e+09	(-4.60279470535992e+00dB,-1.46620834390853e+02°)	(-1.84768788192950e+00dB,3.65671731573963e+01°)	(-1.84768788192950e+00dB,3.65671731573963e+01°)	(-4.60280708676686e+00dB,3.97544564275315e+01°)
4.31931931931932e+09	(-4.58261578137351e+00dB,-1.46729528572447e+02°)	(-1.85842594351773e+00dB,3.64614282160552e+01°)	(-1.85842594351773e+00dB,3.64614282160552e+01°)	(-4.58262799583318e+00dB,3.96516653634828e+01°)
4.32332332332333e+09	(-4.56261345410614e+00dB,-1.46837708978688e+02°)	(-1.86914583516776e+00dB,3.63561970469348e+01°)	(-1.86914583516776e+00dB,3.63561970469348e+01°)	(-4.56262550325964e+00dB,3.95493880208737e+01°)
4.32732732732733e+09	(-4.54278560087128e+00dB,-1.46945378926383e+02°)	(-1.87984742167030e+00dB,3.62514763329668e+01°)	(-1.87984742167030e+00dB,3.62514763329668e+01°)	(-4.54279748633586e+00dB,3.94476210830751e+01°)
4.33133133133133e+09	(-4.52313013156508e+00dB,-1.47052541710699e+02°)	(-1.89053057131869e+00dB,3.61472627787287e+01°)	(-1.89053057131869e+00dB,3.61472627787287e+01°)	(-4.52314185493459e+00dB,3.93463612550945e+01°)
4.33533533533534e+09	(-4.50364498804877e+00dB,-1.47159200605227e+02°)	(-1.90119515585120e+00dB,3.60435531103787e+01°)	(-1.90119515585120e+00dB,3.60435531103787e+01°)	(-4.50365655089413e+00dB,3.92456052635114e+01°)
4.33933933933934e+09	(-4.48432814354516e+00dB,-1.47265358862050e+02°)	(-1.91184105039416e+00dB,3.59403440755864e+01°)	(-1.91184105039416e+00dB,3.59403440755864e+01°)	(-4.48433954741478e+00dB,3.91453498564085e+01°)
4.34334334334335e+09	(-4.46517760204901e+00dB,-1.47371019711816e+02°)	(-1.92246813340593e+00dB,3.58376324434629e+01°)	(-1.92246813340592e+00dB,3.58376324434629e+01°)	(-4.46518884846923e+00dB,3.90455918033019e+01°)
4.34734734734735e+09	(-4.44619139775073e+00dB,-1.47476186363806e+02°)	(-1.93307628662162e+00dB,3.57354150044869e+01°)	(-1.93307628662162e+00dB,3.57354150044869e+01°)	(-4.44620248822622e+00dB,3.89463278950672e+01°)
4.35135135135136e+09	(-4.42736759447324e+00dB,-1.47580862006016e+02°)	(-1.94366539499870e+00dB,3.56336885704303e+01°)	(-1.94366539499870e+00dB,3.56336885704303e+01°)	(-4.42737853048741e+00dB,3.88475549438652e+01°)
4.35535535535536e+09	(-4.40870428512157e+00dB,-1.47685049805229e+02°)	(-1.95423534666325e+00dB,3.55324499742808e+01°)	(-1.95423534666325e+00dB,3.55324499742808e+01°)	(-4.40871506813702e+00dB,3.87492697830649e+01°)
4.35935935935937e+09	(-4.39019959114484e+00dB,-1.47788752907093e+02°)	(-1.96478603285708e+00dB,3.54316960701629e+01°)	(-1.96478603285708e+00dB,3.54316960701629e+01°)	(-4.39021022260365e+00dB,3.86514692671653e+01°)
4.36336336336337e+09	(-4.37185166201013e+00dB,-1.47891974436207e+02°)	(-1.97531734788563e+00dB,3.53314237332570e+01°)	(-1.97531734788563e+00dB,3.53314237332570e+01°)	(-4.37186214333432e+00dB,3.85541502717130e+01°)
4.36736736736737e+09	(-4.35365867468832e+00dB,-1.47994717496198e+02°)	(-1.98582918906655e+00dB,3.52316298597167e+01°)	(-1.98582918906655e+00dB,3.52316298597167e+01°)	(-4.35366900728021e+00dB,3.84573096932212e+01°)
4.37137137137138e+09	(-4.33561883315121e+00dB,-1.48096985169810e+02°)	(-1.99632145667905e+00dB,3.51323113665845e+01°)	(-1.99632145667905e+00dB,3.51323113665845e+01°)	(-4.33562901839374e+00dB,3.83609444490853e+01°)
4.37537537537538e+09	(-4.31773036787965e+00dB,-1.48198780518986e+02°)	(-2.00679405391402e+00dB,3.50334651917055e+01°)	(-2.00679405391402e+00dB,3.50334651917055e+01°)	(-4.31774040713678e+00dB,3.82650514774962e+01°)
4.37937937937939e+09	(-4.29999153538269e+00dB,-1.48300106584960e+02°)	(-2.01724688682493e+00dB,3.49350882936400e+01°)	(-2.01724688682493e+00dB,3.49350882936400e+01°)	(-4.30000142999972e+00dB,3.81696277373531e+01°)
4.38338338338339e+09	(-4.28240061772717e+00dB,-1.48400966388340e+02°)	(-2.02767986427923e+00dB,3.48371776515744e+01°)	(-2.02767986427923e+00dB,3.48371776515744e+01°)	(-4.28241036903110e+00dB,3.80746702081754e+01°)
4.38738738738740e+09	(-4.26495592207752e+00dB,-1.48501362929204e+02°)	(-2.03809289791076e+00dB,3.47397302652304e+01°)	(-2.03809289791076e+00dB,3.47397302652304e+01°)	(-4.26496553137734e+00dB,3.79801758900110e+01°)
4.39139139139140e+09	(-4.24765578024563e+00dB,-1.48601299187191e+02°)	(-2.04848590207264e+00dB,3.46427431547734e+01°)	(-2.04848590207264e+00dB,3.46427431547735e+01°)	(-4.24766524883269e+00dB,3.78861418033457e+01°)
4.39539539539541e+09	(-4.23049854825039e+00dB,-1.48700778121589e+02°)	(-2.05885879379098e+00dB,3.45462133607193e+01°)	(-2.05885879379098e+00dB,3.45462133607193e+01°)	(-4.23050787739870e+00dB,3.77925649890092e+01°)
4.39939939939941e+09	(-4.21348260588677e+00dB,-1.48799802671437e+02°)	(-2.06921149271919e+00dB,3.44501379438396e+01°)	(-2.06921149271919e+00dB,3.44501379438396e+01°)	(-4.21349179685329e+00dB,3.76994425080813e+01°)
4.40340340340341e+09	(-4.19660635630413e+00dB,-1.48898375755615e+02°)	(-2.07954392109300e+00dB,3.43545139850666e+01°)	(-2.07954392109300e+00dB,3.43545139850666e+01°)	(-4.19661541032909e+00dB,3.76067714417969e+01°)
4.40740740740742e+09	(-4.17986822559348e+00dB,-1.48996500272941e+02°)	(-2.08985600368622e+00dB,3.42593385853959e+01°)	(-2.08985600368622e+00dB,3.42593385853959e+01°)	(-4.17987714390068e+00dB,3.75145488914482e+01°)
4.41141141141142e+09	(-4.16326666238353e+00dB,-1.49094179102274e+02°)	(-2.10014766776706e+00dB,3.41646088657890e+01°)	(-2.10014766776706e+00dB,3.41646088657890e+01°)	(-4.16327544618063e+00dB,3.74227719782878e+01°)
4.41541541541543e+09	(-4.14680013744544e+00dB,-1.49191415102604e+02°)	(-2.11041884305512e+00dB,3.40703219670745e+01°)	(-2.11041884305512e+00dB,3.40703219670745e+01°)	(-4.14680878792421e+00dB,3.73314378434304e+01°)
4.41941941941943e+09	(-4.13046714330565e+00dB,-1.49288211113161e+02°)	(-2.12066946167907e+00dB,3.39764750498486e+01°)	(-2.12066946167907e+00dB,3.39764750498486e+01°)	(-4.13047566164227e+00dB,3.72405436477522e+01°)
4.42342342342344e+09	(-4.11426619386704e+00dB,-1.49384569953507e+02°)	(-2.13089945813498e+00dB,3.38830652943737e+01°)	(-2.13089945813498e+00dB,3.38830652943737e+01°)	(-4.11427458122239e+00dB,3.71500865717913e+01°)
4.42742742742744e+09	(-4.09819582403796e+00dB,-1.49480494423645e+02°)	(-2.14110876924515e+00dB,3.37900899004781e+01°)	(-2.14110876924515e+00dB,3.37900899004781e+01°)	(-4.09820408155786e+00dB,3.70600638156460e+01°)
4.43143143143145e+09	(-4.08225458936895e+00dB,-1.49575987304115e+02°)	(-2.15129733411774e+00dB,3.36975460874526e+01°)	(-2.15129733411774e+00dB,3.36975460874526e+01°)	(-4.08226271818443e+00dB,3.69704725988725e+01°)
4.43543543543545e+09	(-4.06644106569710e+00dB,-1.49671051356101e+02°)	(-2.16146509410688e+00dB,3.36054310939483e+01°)	(-2.16146509410688e+00dB,3.36054310939483e+01°)	(-4.06644906692462e+00dB,3.68813101603823e+01°)
4.43943943943946e+09	(-4.05075384879758e+00dB,-1.49765689321533e+02°)	(-2.17161199277343e+00dB,3.35137421778727e+01°)	(-2.17161199277343e+00dB,3.35137421778727e+01°)	(-4.05076172353934e+00dB,3.67925737583383e+01°)
4.44344344344346e+09	(-4.03519155404261e+00dB,-1.49859903923189e+02°)	(-2.18173797584635e+00dB,3.34224766162850e+01°)	(-2.18173797584635e+00dB,3.34224766162851e+01°)	(-4.03519930338673e+00dB,3.67042606700510e+01°)
4.44744744744746e+09	(-4.01975281606714e+00dB,-1.49953697864807e+02°)	(-2.19184299118462e+00dB,3.33316317052919e+01°)	(-2.19184299118462e+00dB,3.33316317052919e+01°)	(-4.01976044108795e+00dB,3.66163681918734e+01°)
4.45145145145147e+09	(-4.00443628844160e+00dB,-1.50047073831183e+02°)	(-2.20192698873979e+00dB,3.32412047599413e+01°)	(-2.20192698873979e+00dB,3.32412047599413e+01°)	(-4.00444379019982e+00dB,3.65288936390952e+01°)
4.45545545545547e+09	(-3.98924064335117e+00dB,-1.50140034488278e+02°)	(-2.21198992051902e+00dB,3.31511931141168e+01°)	(-2.21198992051902e+00dB,3.31511931141168e+01°)	(-3.98924802289419e+00dB,3.64418343458380e+01°)
4.45945945945948e+09	(-3.97416457128159e+00dB,-1.50232582483331e+02°)	(-2.22203174054882e+00dB,3.30615941204310e+01°)	(-2.22203174054882e+00dB,3.30615941204310e+01°)	(-3.97417182964366e+00dB,3.63551876649475e+01°)
4.46346346346348e+09	(-3.95920678071130e+00dB,-1.50324720444957e+02°)	(-2.23205240483922e+00dB,3.29724051501184e+01°)	(-2.23205240483922e+00dB,3.29724051501184e+01°)	(-3.95921391891376e+00dB,3.62689509678873e+01°)
4.46746746746749e+09	(-3.94436599780989e+00dB,-1.50416450983260e+02°)	(-2.24205187134852e+00dB,3.28836235929287e+01°)	(-2.24205187134852e+00dB,3.28836235929287e+01°)	(-3.94437301686139e+00dB,3.61831216446323e+01°)
4.47147147147149e+09	(-3.92964096614238e+00dB,-1.50507776689940e+02°)	(-2.25203009994866e+00dB,3.27952468570180e+01°)	(-2.25203009994866e+00dB,3.27952468570180e+01°)	(-3.92964786703906e+00dB,3.60976971035595e+01°)
4.47547547547550e+09	(-3.91503044637962e+00dB,-1.50598700138399e+02°)	(-2.26198705239100e+00dB,3.27072723688418e+01°)	(-2.26198705239100e+00dB,3.27072723688417e+01°)	(-3.91503723010534e+00dB,3.60126747713415e+01°)
4.47947947947950e+09	(-3.90053321601435e+00dB,-1.50689223883849e+02°)	(-2.27192269227271e+00dB,3.26196975730462e+01°)	(-2.27192269227271e+00dB,3.26196975730462e+01°)	(-3.90053988354090e+00dB,3.59280520928380e+01°)
4.48348348348350e+09	(-3.88614806908285e+00dB,-1.50779350463425e+02°)	(-2.28183698500374e+00dB,3.25325199323593e+01°)	(-2.28183698500374e+00dB,3.25325199323593e+01°)	(-3.88615462137012e+00dB,3.58438265309861e+01°)
4.48748748748751e+09	(-3.87187381589217e+00dB,-1.50869082396289e+02°)	(-2.29172989777410e+00dB,3.24457369274823e+01°)	(-2.29172989777410e+00dB,3.24457369274823e+01°)	(-3.87188025388836e+00dB,3.57599955666930e+01°)
4.49149149149151e+09	(-3.85770928275278e+00dB,-1.50958422183741e+02°)	(-2.30160139952187e+00dB,3.23593460569809e+01°)	(-2.30160139952187e+00dB,3.23593460569809e+01°)	(-3.85771560739459e+00dB,3.56765566987267e+01°)
4.49549549549552e+09	(-3.84365331171624e+00dB,-1.51047372309328e+02°)	(-2.31145146090158e+00dB,3.22733448371754e+01°)	(-2.31145146090158e+00dB,3.22733448371754e+01°)	(-3.84365952392905e+00dB,3.55935074436059e+01°)
4.49949949949952e+09	(-3.82970476031830e+00dB,-1.51135935238952e+02°)	(-2.32128005425309e+00dB,3.21877308020324e+01°)	(-2.32128005425309e+00dB,3.21877308020324e+01°)	(-3.82971086101634e+00dB,3.55108453354924e+01°)
4.50350350350353e+09	(-3.81586250132670e+00dB,-1.51224113420983e+02°)	(-2.33108715357104e+00dB,3.21025015030544e+01°)	(-2.33108715357104e+00dB,3.21025015030544e+01°)	(-3.81586849141325e+00dB,3.54285679260804e+01°)
4.50750750750753e+09	(-3.80212542249411e+00dB,-1.51311909286363e+02°)	(-2.34087273447465e+00dB,3.20176545091707e+01°)	(-2.34087273447465e+00dB,3.20176545091707e+01°)	(-3.80213130286167e+00dB,3.53466727844877e+01°)
4.51151151151154e+09	(-3.78849242631572e+00dB,-1.51399325248721e+02°)	(-2.35063677417812e+00dB,3.19331874066281e+01°)	(-2.35063677417812e+00dB,3.19331874066281e+01°)	(-3.78849819784616e+00dB,3.52651574971461e+01°)
4.51551551551554e+09	(-3.77496242979150e+00dB,-1.51486363704478e+02°)	(-2.36037925146141e+00dB,3.18490977988809e+01°)	(-2.36037925146141e+00dB,3.18490977988808e+01°)	(-3.77496809335625e+00dB,3.51840196676919e+01°)
4.51951951951954e+09	(-3.76153436419310e+00dB,-1.51573027032960e+02°)	(-2.37010014664149e+00dB,3.17653833064815e+01°)	(-2.37010014664149e+00dB,3.17653833064815e+01°)	(-3.76153992065329e+00dB,3.51032569168562e+01°)
4.52352352352355e+09	(-3.74820717483512e+00dB,-1.51659317596505e+02°)	(-2.37979944154408e+00dB,3.16820415669711e+01°)	(-2.37979944154408e+00dB,3.16820415669711e+01°)	(-3.74821262504179e+00dB,3.50228668823557e+01°)
4.52752752752755e+09	(-3.73497982085083e+00dB,-1.51745237740576e+02°)	(-2.38947711947580e+00dB,3.15990702347698e+01°)	(-2.38947711947581e+00dB,3.15990702347698e+01°)	(-3.73498516564503e+00dB,3.49428472187835e+01°)
4.53153153153156e+09	(-3.72185127497208e+00dB,-1.51830789793863e+02°)	(-2.39913316519679e+00dB,3.15164669810674e+01°)	(-2.39913316519679e+00dB,3.15164669810674e+01°)	(-3.72185651518505e+00dB,3.48631955974989e+01°)
4.53553553553556e+09	(-3.70882052331339e+00dB,-1.51915976068402e+02°)	(-2.40876756489370e+00dB,3.14342294937141e+01°)	(-2.40876756489370e+00dB,3.14342294937141e+01°)	(-3.70882565976672e+00dB,3.47839097065188e+01°)
4.53953953953957e+09	(-3.69588656516019e+00dB,-1.52000798859678e+02°)	(-2.41838030615320e+00dB,3.13523554771111e+01°)	(-2.41838030615321e+00dB,3.13523554771111e+01°)	(-3.69589159866596e+00dB,3.47049872504085e+01°)
4.54354354354357e+09	(-3.68304841276094e+00dB,-1.52085260446733e+02°)	(-2.42797137793585e+00dB,3.12708426521019e+01°)	(-2.42797137793585e+00dB,3.12708426521019e+01°)	(-3.68305334412185e+00dB,3.46264259501724e+01°)
4.54754754754758e+09	(-3.67030509112317e+00dB,-1.52169363092281e+02°)	(-2.43754077055036e+00dB,3.11896887558628e+01°)	(-2.43754077055036e+00dB,3.11896887558628e+01°)	(-3.67030992113273e+00dB,3.45482235431453e+01°)
4.55155155155158e+09	(-3.65765563781348e+00dB,-1.52253109042811e+02°)	(-2.44708847562832e+00dB,3.11088915417948e+01°)	(-2.44708847562833e+00dB,3.11088915417948e+01°)	(-3.65766036725609e+00dB,3.44703777828840e+01°)
4.55555555555558e+09	(-3.64509910276096e+00dB,-1.52336500528698e+02°)	(-2.45661448609936e+00dB,3.10284487794146e+01°)	(-2.45661448609936e+00dB,3.10284487794146e+01°)	(-3.64510373241210e+00dB,3.43928864390581e+01°)
4.55955955955959e+09	(-3.63263454806460e+00dB,-1.52419539764310e+02°)	(-2.46611879616652e+00dB,3.09483582542464e+01°)	(-2.46611879616653e+00dB,3.09483582542464e+01°)	(-3.63263907869093e+00dB,3.43157472973422e+01°)
4.56356356356359e+09	(-3.62026104780403e+00dB,-1.52502228948119e+02°)	(-2.47560140128229e+00dB,3.08686177677140e+01°)	(-2.47560140128229e+00dB,3.08686177677140e+01°)	(-3.62026548016354e+00dB,3.42389581593081e+01°)
4.56756756756760e+09	(-3.60797768785384e+00dB,-1.52584570262804e+02°)	(-2.48506229812480e+00dB,3.07892251370324e+01°)	(-2.48506229812480e+00dB,3.07892251370324e+01°)	(-3.60798202269597e+00dB,3.41625168423162e+01°)
4.57157157157160e+09	(-3.59578356570130e+00dB,-1.52666565875364e+02°)	(-2.49450148457448e+00dB,3.07101781951009e+01°)	(-2.49450148457448e+00dB,3.07101781951009e+01°)	(-3.59578780376707e+00dB,3.40864211794089e+01°)
4.57557557557561e+09	(-3.58367779026742e+00dB,-1.52748217937220e+02°)	(-2.50391895969114e+00dB,3.06314747903954e+01°)	(-2.50391895969114e+00dB,3.06314747903954e+01°)	(-3.58368193228958e+00dB,3.40106690192024e+01°)
4.57957957957961e+09	(-3.57165948173130e+00dB,-1.52829528584328e+02°)	(-2.51331472369134e+00dB,3.05531127868613e+01°)	(-2.51331472369134e+00dB,3.05531127868613e+01°)	(-3.57166352843442e+00dB,3.39352582257805e+01°)
4.58358358358362e+09	(-3.55972777135762e+00dB,-1.52910499937279e+02°)	(-2.52268877792615e+00dB,3.04750900638068e+01°)	(-2.52268877792615e+00dB,3.04750900638069e+01°)	(-3.55973172345823e+00dB,3.38601866785873e+01°)
4.58758758758762e+09	(-3.54788180132736e+00dB,-1.52991134101411e+02°)	(-2.53204112485926e+00dB,3.03974045157971e+01°)	(-2.53204112485926e+00dB,3.03974045157970e+01°)	(-3.54788565953404e+00dB,3.37854522723214e+01°)
4.59159159159163e+09	(-3.53612072457146e+00dB,-1.53071433166911e+02°)	(-2.54137176804551e+00dB,3.03200540525471e+01°)	(-2.54137176804551e+00dB,3.03200540525471e+01°)	(-3.53612448958499e+00dB,3.37110529168295e+01°)
4.59559559559563e+09	(-3.52444370460756e+00dB,-1.53151399208924e+02°)	(-2.55068071210965e+00dB,3.02430365988170e+01°)	(-2.55068071210965e+00dB,3.02430365988170e+01°)	(-3.52444737712102e+00dB,3.36369865370006e+01°)
4.59959959959963e+09	(-3.51284991537972e+00dB,-1.53231034287655e+02°)	(-2.55996796272551e+00dB,3.01663500943062e+01°)	(-2.55996796272551e+00dB,3.01663500943062e+01°)	(-3.51285349607861e+00dB,3.35632510726614e+01°)
4.60360360360364e+09	(-3.50133854110087e+00dB,-1.53310340448478e+02°)	(-2.56923352659553e+00dB,3.00899924935484e+01°)	(-2.56923352659553e+00dB,3.00899924935484e+01°)	(-3.50134203066321e+00dB,3.34898444784704e+01°)
4.60760760760764e+09	(-3.48990877609825e+00dB,-1.53389319722037e+02°)	(-2.57847741143054e+00dB,3.00139617658072e+01°)	(-2.57847741143054e+00dB,3.00139617658072e+01°)	(-3.48991217519469e+00dB,3.34167647238143e+01°)
4.61161161161165e+09	(-3.47855982466139e+00dB,-1.53467974124351e+02°)	(-2.58769962592998e+00dB,2.99382558949716e+01°)	(-2.58769962592998e+00dB,2.99382558949716e+01°)	(-3.47856313395532e+00dB,3.33440097927027e+01°)
4.61561561561565e+09	(-3.46729090089307e+00dB,-1.53546305656919e+02°)	(-2.59690017976232e+00dB,2.98628728794525e+01°)	(-2.59690017976232e+00dB,2.98628728794525e+01°)	(-3.46729412104072e+00dB,3.32715776836655e+01°)
4.61961961961966e+09	(-3.45610122856264e+00dB,-1.53624316306823e+02°)	(-2.60607908354588e+00dB,2.97878107320792e+01°)	(-2.60607908354588e+00dB,2.97878107320792e+01°)	(-3.45610436021319e+00dB,3.31994664096488e+01°)
